Идентификатор DOI *;Количество авторов *;Фамилия *;Имя *;Количество аффилиаций *;Аффиляция *;Контрибьюция *;Дата публикации *;Наименование публикации *;Наименование издания *;Библиографическая ссылка *;Вид издания  *
10.3390/machines10080630;5;Gasiyarov;Vadim R.;1;Moscow Polytech Univ;0.2;AUG 2022;Power Transformer Condition Monitoring Based on Evaluating Oil Properties;MACHINES;"Bryakin, Ivan V.; Bochkarev, Igor V.; Khramshin, Vadim R.; Gasiyarov, Vadim R.; Liubimov, Ivan V. Power Transformer Condition Monitoring Based on Evaluating Oil Properties 2022 MACHINES, 10 (8), Статья № 630";Статья
10.1117/12.2615161;6;Kudryashov;Alexis;2;Moscow Polytech Univ, Inst Geosphere Dynam;0.08;2022;Calibration of a Shack-Hartmann wavefront sensor using spherical wavefronts from a point source;LASER RESONATORS, MICRORESONATORS, AND BEAM CONTROL XXIV;"Nikitin, Alexander N.; Galaktionov, Ilya; Sheldakova, Julia; Kudryashov, Alexis; Denisov, Dmitrii; Zolotukhina, Anastasiya Calibration of a Shack-Hartmann wavefront sensor using spherical wavefronts from a point source 2022 LASER RESONATORS, MICRORESONATORS, AND BEAM CONTROL XXIV, 11987, Статья № 119870J";Материалы конференции
10.1117/12.2614525;7;Kudryashov;Alexis;2;Moscow Polytech Univ, Russian Acad Sci;0.07;2022;FPGA based laser beam stabilization system;LASER RESONATORS, MICRORESONATORS, AND BEAM CONTROL XXIV;"Sheldakova, Julia; Galaktionov, Ilya; Nikitin, Alexander; Alexandrov, Alexander; Kudryashov, Alexis; Belousov, Vadim; Rukosuev, Alexey FPGA based laser beam stabilization system 2022 LASER RESONATORS, MICRORESONATORS, AND BEAM CONTROL XXIV, 11987, Статья № 119870C";Материалы конференции
10.1117/12.2614533;6;Kudryashov;Alexis;2;Moscow Polytech Univ, Sadovsky Inst Geosphere Dynam IDG RAS;0.08;2022;Statistical analysis of a wavefront distorted by laboratory turbulence in terms of Zernike polynomials;LASER RESONATORS, MICRORESONATORS, AND BEAM CONTROL XXIV;"Sheldakova, Julia, V; Belousov, Vadim; Nikitin, Alexander N.; Toporovsky, Vladimir; Rukosuev, Alexey L.; Kudryashov, Alexis Statistical analysis of a wavefront distorted by laboratory turbulence in terms of Zernike polynomials 2022 LASER RESONATORS, MICRORESONATORS, AND BEAM CONTROL XXIV, 11987, Статья № 119870L";Материалы конференции
10.1117/12.2616105;6;Kudryashov;A.;2;Moscow Polytech Univ, Sadovsky Inst Dynam Geospheres RAS;0.08;2022;The method of designing an optical-electronic imaging system for correcting the parameters of the wavefront of laser radiation transmitted through a turbulent atmosphere;LASER RESONATORS, MICRORESONATORS, AND BEAM CONTROL XXIV;"Toporovsky, V; Lyuy, P.; Denisov, D.; Zolotukhina, A.; Nikitin, A.; Kudryashov, A. The method of designing an optical-electronic imaging system for correcting the parameters of the wavefront of laser radiation transmitted through a turbulent atmosphere 2022 LASER RESONATORS, MICRORESONATORS, AND BEAM CONTROL XXIV, 11987, Статья № 119870N";Материалы конференции
10.1117/12.2614509;7;Toporovsky;Vladimir;2;Moscow Polytech Univ, Inst Geosphere Dynam;0.07;2022;Robust stack-array deformable mirror for laser beam control;LASER RESONATORS, MICRORESONATORS, AND BEAM CONTROL XXIV;"Toporovsky, Vladimir; Samarkin, Vadim; Kudryashov, Alexis; Panich, Alexander; Sokallo, Alexander; Malykhin, Anatoliy; Sheldakova, Julia, V Robust stack-array deformable mirror for laser beam control 2022 LASER RESONATORS, MICRORESONATORS, AND BEAM CONTROL XXIV, 11987, Статья № 119870M";Материалы конференции
10.1117/12.2614522;8;Toporovsky, Kudryashov;Vladimir, Alexis;2;Moscow Polytech Univ, Inst Geosphere Dynam;0.12;2022;Wide-aperture deformable mirror for correcting and improving focusing of multi-petawatt Ti: Sa laser beam;LASER RESONATORS, MICRORESONATORS, AND BEAM CONTROL XXIV;"Toporovsky, Vladimir; Samarkin, Vadim; Kudryashov, Alexis; Alexandrov, Alexander; Galaktionov, Ilya; Nikitin, Alexander N.; Rukosuev, Alexey L.; Sheldakova, Julia Wide-aperture deformable mirror for correcting and improving focusing of multi-petawatt Ti: Sa laser beam 2022 LASER RESONATORS, MICRORESONATORS, AND BEAM CONTROL XXIV, 11987, Статья № 119870F";Материалы конференции
;3;Artamonova, Gorina;Inna, Yulia;1;Moscow Polytech Univ;0.67;SEP-OCT 2022;DYNAMICS IN ACADEMIC PERFORMANCE DURING THE TRANSITION TO DISTANCE LEARNING;REVISTA CONRADO;"Artamonova, Inna; Gorina, Yulia; Artamonov, Sergey DYNAMICS IN ACADEMIC PERFORMANCE DURING THE TRANSITION TO DISTANCE LEARNING 2022 REVISTA CONRADO, 18 (88), pp. 291-296";Статья
;5;Saenko;Natalya;1;Moscow Polytech Univ;0.2;JUL-AUG 2022;INFLUENCE OF PEDAGOGICAL INTERNSHIP ON THE FORMATION OF STUDENTS' CREATIVE POTENTIAL. AN EXPERIMENTAL STUDY ON STUDENT TEACHERS;REVISTA CONRADO;"Ermilova, Dania; Goltseva, Oksana; Ivanov, Mikhail; Saenko, Natalya; Ledneva, Svetlana INFLUENCE OF PEDAGOGICAL INTERNSHIP ON THE FORMATION OF STUDENTS' CREATIVE POTENTIAL. AN EXPERIMENTAL STUDY ON STUDENT TEACHERS 2022 REVISTA CONRADO, 18 (87), pp. 134-141";Статья
10.1134/S1063776122070019;8;Andreev, Mukhanov;S. N., S. A.;2;Moscow Polytech Univ, Moscow State Pedag Univ;0.19;JUL 2022;Numerical Simulation of the Yield of α Particles and Neutrons from the 11B(p, 3α) and 11B(p, n)11C Nuclear Reactions Induced by Intense Picosecond Laser Radiation;JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS;"Andreev, S. N.; Belyaev, V. S.; Matafonov, A. P.; Tarakanov, V. P.; Zagreev, B., V; Krainov, V. P.; Mukhanov, S. A.; Lobanov, A., V Numerical Simulation of the Yield of α Particles and Neutrons from the 11B(p, 3α) and 11B(p, n)11C Nuclear Reactions Induced by Intense Picosecond Laser Radiation 2022 JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS, 135 (1), pp. 26-34";Статья
10.1016/j.carbpol.2022.119692;7;;;1;Moscow Polytech Univ;0.14;SEP 15 2022;Liquid-crystalline ordering in bacterial cellulose produced by Gluconacetobacter hansenii on glucose-containing media;CARBOHYDRATE POLYMERS;"Zefirov, Vadim V.; Sadykova, Vera S.; Ivanenko, Ilya P.; Kuznetsova, Olga P.; Butenko, Ivan E.; Gromovykh, Tatiana, I; Kiselyova, Olga, I Liquid-crystalline ordering in bacterial cellulose produced by Gluconacetobacter hansenii on glucose-containing media 2022 CARBOHYDRATE POLYMERS, 292, Статья № 119692";Статья
10.4102/hts.v78i4.7568;6;Panova;Elena Pavlovna;1;Moscow Polytech Univ;0.17;JUL 4 2022;Studying the Islamic lifestyle and academic success of Russian Muslim students;HTS TEOLOGIESE STUDIES-THEOLOGICAL STUDIES;"Abdullah, Zuraidah; Komariah, Aan; Sirotkina, Natalia, V; Kurniady, Dedy Achmad; Sunaengsih, Cucun; Panova, Elena Pavlovna Studying the Islamic lifestyle and academic success of Russian Muslim students 2022 HTS TEOLOGIESE STUDIES-THEOLOGICAL STUDIES, 78 (4), Статья № a7568";Статья
10.55086/sp2238999;1;Kokorina, Kokorina;Ju G., Ju G.;1;Moscow Polytech Univ;1.0;2022;On the Semantics of the Decorations of the Ilyichevo Quiver (On the Question of the Ancient Zoomorphic Classifications);STRATUM PLUS;Kokorina, Ju G. On the Semantics of the Decorations of the Ilyichevo Quiver (On the Question of the Ancient Zoomorphic Classifications) 2022 STRATUM PLUS, Выпуск 3, pp. 89-99;Статья
10.31166/VoprosyIstorii202207Statyi14;5;Kiseleva, Arzamasova, Fomicheva;Elena M., Ekaterina L., Liliya M.;1;Moscow Polytech Univ;0.6;2022;Historical development of dynamic processes of the labor market;VOPROSY ISTORII;"Kiseleva, Elena M.; Arzamasova, Ekaterina L.; Fomicheva, Liliya M.; Chaplygina, Marina A.; Gribov, Pavel G. Historical development of dynamic processes of the labor market 2022 VOPROSY ISTORII, 7 (1), pp. 229-235";Статья
10.51847/kwOkVMR6xG;2;Polevoy;Georgiy Georgievich;2;Moscow Polytech Univ, Moscow Tech Univ Commun & Informat;0.25;JAN-MAR 2022;Exercise Burpee and His Attention on Switching the Attention of Children;ARCHIVES OF PHARMACY PRACTICE;"Polevoy, Georgiy Georgievich; Sablin, Andrew Borisovich Exercise Burpee and His Attention on Switching the Attention of Children 2022 ARCHIVES OF PHARMACY PRACTICE, 13 (1), pp. 88-92";Статья
;7;Gorokhova, Sekerin;Anna Evgenievna, Vladimir Dmitrievich;1;Moscow Polytech Univ;0.29;JUN 2022;Influence of Management Automation on Managerial Decision-making in the Agro-Industrial Complex;INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS;"Dokholyan, Sergey; Ermolaeva, Evgeniya Olegovna; Verkhovod, Alexander Sergeyevich; Dupliy, Elena Vladimirovna; Gorokhova, Anna Evgenievna; Ivanov, Vyacheslav Aleksandrovich; Sekerin, Vladimir Dmitrievich Influence of Management Automation on Managerial Decision-making in the Agro-Industrial Complex 2022 INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS, 13 (6), pp. 597-603";Статья
10.31407/ijees12.315;5;Filonova;Anna Sergeevna;1;Moscow Polytech Univ;0.2;APR-JUL 2022;FORMING APPROACHES TO CONTROLLING STATE BUDGET DEFICIT;INTERNATIONAL JOURNAL OF ECOSYSTEMS AND ECOLOGY SCIENCE-IJEES;"Saadulaeva, Tatiana Anatolievna; Afanasyeva, Oxana Nikolaevna; Lukina, Valentina Dmitrievna; Shadskaja, Irina Gennadievna; Filonova, Anna Sergeevna FORMING APPROACHES TO CONTROLLING STATE BUDGET DEFICIT 2022 INTERNATIONAL JOURNAL OF ECOSYSTEMS AND ECOLOGY SCIENCE-IJEES, 12 (3), pp. 117-122";Статья
10.31407/ijees12.322;5;Gridchina;Alexandra V.;1;Moscow Polytech Univ;0.2;APR-JUL 2022;LEGAL REGULATION OF RATIONAL NATURE MANAGEMENT IN THE ENERGY SECTOR;INTERNATIONAL JOURNAL OF ECOSYSTEMS AND ECOLOGY SCIENCE-IJEES;"Turanin, Vladislav Yu.; Tonkov, Evgeniy E.; Kutko, Viktoria V.; Timonina, Valeria A.; Gridchina, Alexandra V. LEGAL REGULATION OF RATIONAL NATURE MANAGEMENT IN THE ENERGY SECTOR 2022 INTERNATIONAL JOURNAL OF ECOSYSTEMS AND ECOLOGY SCIENCE-IJEES, 12 (3), pp. 169-174";Статья
10.31407/ijees12.345;5;Shelygov;Aleksandr Vladimirovich;1;Moscow Polytech Univ;0.2;APR-JUL 2022;IMPROVEMENT OF APPROACHES TO THE REGULATION OF THE INTERNATIONAL SERVICES MARKET;INTERNATIONAL JOURNAL OF ECOSYSTEMS AND ECOLOGY SCIENCE-IJEES;"Potekhina, Elena Vitalievna; Konovalova, Elena Evgenievna; Kodolov, Vladimir Aleksandrovich; Shelygov, Aleksandr Vladimirovich; Sharonin, Pavel Nikolaevich IMPROVEMENT OF APPROACHES TO THE REGULATION OF THE INTERNATIONAL SERVICES MARKET 2022 INTERNATIONAL JOURNAL OF ECOSYSTEMS AND ECOLOGY SCIENCE-IJEES, 12 (3), pp. 359-364";Статья
10.31407/ijees12.348;3;Gorokhova;Anna Evgenievna;1;Moscow Polytech Univ;0.33;APR-JUL 2022;APPROACHES TO DETERMINING THE CONTENT AND STRUCTURE OF TAX ADMINISTRATION;INTERNATIONAL JOURNAL OF ECOSYSTEMS AND ECOLOGY SCIENCE-IJEES;"Batashev, Ruslan Vakhaevich; Zulfugarzade, T. E.; Gorokhova, Anna Evgenievna APPROACHES TO DETERMINING THE CONTENT AND STRUCTURE OF TAX ADMINISTRATION 2022 INTERNATIONAL JOURNAL OF ECOSYSTEMS AND ECOLOGY SCIENCE-IJEES, 12 (3), pp. 385-390";Статья
10.1007/978-3-030-96993-6_41;6;Grankina;Victoria;1;Moscow Polytech Univ;0.17;2022;Digital Technologies as a Process of Strategic Maneuvering in Economic Development;BIOLOGICALLY INSPIRED COGNITIVE ARCHITECTURES 2021;"Nosova, Svetlana; Norkina, Anna; Medvedeva, Olga; Aracelova, Irina; Grankina, Victoria; Shirokova, Lidia Digital Technologies as a Process of Strategic Maneuvering in Economic Development 2022 BIOLOGICALLY INSPIRED COGNITIVE ARCHITECTURES 2021, 1032, pp. 380-392";Материалы конференции
10.29333/iji.2022.1539a;7;Logachev, Chernova;Maxim, Vera;1;Moscow Polytech Univ;0.29;JUL 2022;Information System for Learning Control in Teaching Russian Sign Language: Process and Data Modeling;INTERNATIONAL JOURNAL OF INSTRUCTION;"Logachev, Maxim; Chernova, Vera; Laamarti, Yuliya; Makhamatov, Tair; Ivlev, Vitaliy; Giulodori, Lucio; Tutkova, Irina Information System for Learning Control in Teaching Russian Sign Language: Process and Data Modeling 2022 INTERNATIONAL JOURNAL OF INSTRUCTION, 15 (3), pp. 153-170";Статья
10.29333/iji.2022.15324a;6;Logachev;Maxim Sergeevich;1;Moscow Polytech Univ;0.17;JUL 2022;Information System for Monitoring and Management of the Quality of Educational Programs: Development of Functioning Algorithms;INTERNATIONAL JOURNAL OF INSTRUCTION;"Logachev, Maxim Sergeevich; Laamarti, Yuliya A.; Rudneva, Svetlana Evgenievna; Ekimov, Anisim Ivanovich; Zemlyakov, Dmitry Nikolaevich; Barkov, Alexey Information System for Monitoring and Management of the Quality of Educational Programs: Development of Functioning Algorithms 2022 INTERNATIONAL JOURNAL OF INSTRUCTION, 15 (3), pp. 429-450";Статья
10.51847/eYLjcMBn9G;2;Polevoy;Georgiy Georgievich;2;Moscow Polytech Univ, Moscow Tech Univ Commun & Informat;0.25;2022;Development of Coordination Abilities with the Help of the Burpee Exercise;INTERNATIONAL JOURNAL OF PHARMACEUTICAL RESEARCH AND ALLIED SCIENCES;"Polevoy, Georgiy Georgievich; Sablin, Andrew Borisovich Development of Coordination Abilities with the Help of the Burpee Exercise 2022 INTERNATIONAL JOURNAL OF PHARMACEUTICAL RESEARCH AND ALLIED SCIENCES, 11 (1), pp. 108-112";Статья
10.7232/iems.2022.21.2.291;9;Vagabov;Mahach;1;Moscow Polytech Univ;0.11;JUN 2022;Modeling a Flexible Flow Shop Scheduling Problem without Unemployment by Considering Sequence-Dependent Preparation Times and Solving it with a Meta-Heuristic Algorithm;INDUSTRIAL ENGINEERING AND MANAGEMENT SYSTEMS;"Kurniady, Dedy Achmad; Denih, Asep; Rijanto, Tri; Artemova, Elena Igorevna; Hoi, Huynh Tan; Liu Zhaojun; Nuryani, Lilis Holisoh; Komariah, Aan; Vagabov, Mahach Modeling a Flexible Flow Shop Scheduling Problem without Unemployment by Considering Sequence-Dependent Preparation Times and Solving it with a Meta-Heuristic Algorithm 2022 INDUSTRIAL ENGINEERING AND MANAGEMENT SYSTEMS, 21 (2), pp. 291-302";Статья
10.1038/s41598-022-16702-5;15;Andreev;Stepan N.;1;Moscow Polytech Univ;0.07;JUL 25 2022;In vitro renal calculi destruction by a high-frequency glow discharge plasma;SCIENTIFIC REPORTS;"Belov, Sergej, V; Danileyko, Yury K.; Pishchalnikov, Roman Y.; Gudkov, Sergey, V; Egorov, Alexej, V; Lukanin, Vladimir, I; Sidorov, Vladimir A.; Tsvetkov, Vladimir B.; Ali, Stanislav K.; Kondrashev, Sergey, V; Rotanov, Evgeny G.; Shakhovskoy, Andrei, V; Andreev, Stepan N.; Bezrukov, Evgeny A.; Glybochko, Petr, V In vitro renal calculi destruction by a high-frequency glow discharge plasma 2022 SCIENTIFIC REPORTS, 12 (1), Статья № 12637";Статья
10.1088/1612-202X/ac81bd;2;Tsipenyuk;D. Yu;3;Moscow Polytech Univ, Russian Acad Sci, Moscow Inst Phys & Technol;0.17;SEP 1 2022;Phosphorescence in cooled organic materials-temporal kinetics and spectral memory effect;LASER PHYSICS LETTERS;"Tsipenyuk, D. Yu; Voropinov, A. V. Phosphorescence in cooled organic materials-temporal kinetics and spectral memory effect 2022 LASER PHYSICS LETTERS, 19 (9), Статья № 95301";Статья
10.1134/S2075113322040207;3;Nazarov;V. G.;1;Moscow Polytech Univ;0.33;AUG 2022;Abrasion of Thermoplastic Polyurethanes after Their Contact with Fuel;INORGANIC MATERIALS-APPLIED RESEARCH;"Kolesnikov, A. A.; Dedov, A., V; Nazarov, V. G. Abrasion of Thermoplastic Polyurethanes after Their Contact with Fuel 2022 INORGANIC MATERIALS-APPLIED RESEARCH, 13 (4), pp. 919-923";Статья
10.1134/S2075113322040128;2;Ter-Vaganyants;Yu S.;1;Moscow Polytech Univ Moscow Polytech;0.5;AUG 2022;Influence of Thermal Cyclic Treatment Modes on the Structure and Properties of SP80N4D2M Steel with a Nanosized Ni Additive;INORGANIC MATERIALS-APPLIED RESEARCH;"Eremeeva, Zh, V; Ter-Vaganyants, Yu S. Influence of Thermal Cyclic Treatment Modes on the Structure and Properties of SP80N4D2M Steel with a Nanosized Ni Additive 2022 INORGANIC MATERIALS-APPLIED RESEARCH, 13 (4), pp. 1049-1052";Статья
10.4102/hts.v78i4.7340;9;Panova;Elena Pavlovna;1;Moscow Polytech Univ;0.11;JUN 7 2022;Analysing the relationship between ethical leadership and the voice of Malaysian Muslim employees;HTS TEOLOGIESE STUDIES-THEOLOGICAL STUDIES;"Zulham, Zulham; Aini, Qurratul; Mehmood, Nasir; Sharma, Sandhir; Iswanto, A. Heri; Wekke, Ismail Suardi; Zainal, Anna Gustina; Panova, Elena Pavlovna; Fedorova, Natalia Analysing the relationship between ethical leadership and the voice of Malaysian Muslim employees 2022 HTS TEOLOGIESE STUDIES-THEOLOGICAL STUDIES, 78 (4), Статья № a7340";Статья
10.22937/IJCSNS.2022.22.6.7;6;Gorokhova;Anna Evgenievna;1;Moscow Polytech Univ;0.17;JUN 30 2022;Impact of Internet Media Reports on the COVID-19 Pandemic in the Population Aged 20-35;INTERNATIONAL JOURNAL OF COMPUTER SCIENCE AND NETWORK SECURITY;"Stytsyuk, Rita Yurievna; Panova, Alexandra Georgievna; Zenin, Sergey; Kvon, Daniil Andreevich; Gorokhova, Anna Evgenievna; Ulyanishchev, Pavel Viktorovich Impact of Internet Media Reports on the COVID-19 Pandemic in the Population Aged 20-35 2022 INTERNATIONAL JOURNAL OF COMPUTER SCIENCE AND NETWORK SECURITY, 22 (6), pp. 39-44";Статья
10.1007/978-3-030-87986-0_17;3;Filimonov, Suvorov;Andrey, Stanislav;1;Moscow Polytech Univ;0.67;2021;Applying Machine Learning Techniques to Identify Damaged Potatoes;ARTIFICIAL INTELLIGENCE AND SOFT COMPUTING (ICAISC 2021), PT I;"Osipov, Aleksey; Filimonov, Andrey; Suvorov, Stanislav Applying Machine Learning Techniques to Identify Damaged Potatoes 2021 ARTIFICIAL INTELLIGENCE AND SOFT COMPUTING (ICAISC 2021), PT I, 12854, pp. 193-201";Материалы конференции
;5;Pivneva;Svetlana;1;Moscow Polytech Univ;0.2;APR 2022;EFFECTIVENESS OF UNIVERSITIES' IN THE CONTEXT OF FUNDING BASED ON RESULTS AND THE LEVEL OF ACHIEVEMENTS;REVISTA CONRADO;"Rabadanova, Raziyat; Pivneva, Svetlana; Danilova, Veronika; Podsevalova, Elena; Sayenko, Maria EFFECTIVENESS OF UNIVERSITIES' IN THE CONTEXT OF FUNDING BASED ON RESULTS AND THE LEVEL OF ACHIEVEMENTS 2022 REVISTA CONRADO, 18, pp. 647-654";Статья
10.3103/S105261882202011X;7;Petrov, Fam, Burlakov, Matveev, Saprykin, Petrov;P. A., V. N., I. A., A. G., B. Yu, M. A.;1;Moscow Polytech Univ;0.86;JUN 2022;Improvement of the Reliability and Efficiency of Measurements of the Deformation Parameters of Aluminum Alloys Using a Universal Testing Machine;JOURNAL OF MACHINERY MANUFACTURE AND RELIABILITY;"Petrov, P. A.; Fam, V. N.; Burlakov, I. A.; Matveev, A. G.; Saprykin, B. Yu; Petrov, M. A.; Dixit, U. S. Improvement of the Reliability and Efficiency of Measurements of the Deformation Parameters of Aluminum Alloys Using a Universal Testing Machine 2022 JOURNAL OF MACHINERY MANUFACTURE AND RELIABILITY, 51 (3), pp. 277-285";Статья
10.3390/ma15124057;6;;;1;Moscow Polytech Univ;0.17;JUN 2022;Study on the Hot Deformation Behavior of Stainless Steel AISI 321;MATERIALS;"Radionova, Liudmila, V; Perevozchikov, Danil, V; Makoveckii, Aleksandr N.; Eremin, Victor N.; Akhmedyanov, Alexander M.; Rushchits, Sergey, V Study on the Hot Deformation Behavior of Stainless Steel AISI 321 2022 MATERIALS, 15 (12), Статья № 4057";Статья
10.1134/S0036029522060210;3;Shatalov, Medvedev;R. L., V. A.;1;Moscow Polytech Univ;0.67;JUN 2022;Development and Use of an Electromagnetic Unit for Controlling the Mechanical Properties along the Steel Vessel Height at the Exit from a Rolling-Pressing Line;RUSSIAN METALLURGY;"Shatalov, R. L.; Medvedev, V. A.; Bogdanov, S. V. Development and Use of an Electromagnetic Unit for Controlling the Mechanical Properties along the Steel Vessel Height at the Exit from a Rolling-Pressing Line 2022 RUSSIAN METALLURGY, 2022 (6), pp. 628-633";Статья
10.1134/S0036029522060088;4;Prokhorova;A. I.;1;Moscow Polytech Univ;0.25;JUN 2022;Effect of the Thickness and Porosity of Electrodeposited Coatings on Their Protective Ability;RUSSIAN METALLURGY;"Gaidar, S. M.; Bal'kova, T. I.; Pydrin, A. V.; Prokhorova, A. I. Effect of the Thickness and Porosity of Electrodeposited Coatings on Their Protective Ability 2022 RUSSIAN METALLURGY, 2022 (6), pp. 643-648";Статья
10.1134/S0036029522060222;2;Ovchinnikov;V. V.;1;Moscow Polytech Univ;0.5;JUN 2022;New Technologies for the Silicon Carbide Surface Modification of Aluminum Alloys;RUSSIAN METALLURGY;"Shiganov, I. N.; Ovchinnikov, V. V. New Technologies for the Silicon Carbide Surface Modification of Aluminum Alloys 2022 RUSSIAN METALLURGY, 2022 (6), pp. 685-690";Статья
10.1134/S0036029522060167;4;Latypov, Ageev, Latypova;R. A., E. V., G. R.;1;Moscow Polytech Univ;0.75;JUN 2022;Properties of the Powder Particles Produced by the Electrodispersion of the Kh13 Steel Waste;RUSSIAN METALLURGY;"Latypov, R. A.; Ageev, E. V.; Latypova, G. R.; Ageeva, E. V. Properties of the Powder Particles Produced by the Electrodispersion of the Kh13 Steel Waste 2022 RUSSIAN METALLURGY, 2022 (6), pp. 691-693";Статья
